token_id,file_url,creator_address,last_sale_price,score,rank,metadata_Earring,metadata_Background,metadata_Fur,metadata_Clothes,metadata_Mouth,metadata_Eyes,metadata_Hat
1969,ipfs://Qmeo3FF9y5VpGNXSSbhxTt5KHqXjWhAu8FReJqbAjyBu2G,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,"{'asset_type': 'ETH', 'contract_address': None, 'price': 25.0, 'price_usd': 79847.34890714716}",1.2138529820379909,556,Gold Hoop,Purple,Dark Brown,Lab Coat,Grin Multicolored,Angry,Beanie
197,ipfs://QmWnsSGusH8t7CpXENUAJLaNttGogfhopMw9YrPrFL6DbL,0xa6c88571d0028f47adba983a7240bf12af94633e,,1.1959970214713862,721,,Army Green,Solid Gold,Bone Necklace,Grin,X Eyes,Bayc Hat Red
1970,ipfs://Qmd58YES8gtiBzbcSa3rHy7TPdZH7KXr56ufwXgCkdtbJS,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,"{'asset_type': 'ETH', 'contract_address': None, 'price': 1.3, 'price_usd': 3498.68464912339}",1.0206516965351156,3864,,New Punk Blue,Zombie,Toga,Grin,Closed,Sushi Chef Headband
1971,ipfs://QmXnxcBqjkhkJjv8KyqmcMtWEtd38XTRKTSokrT2daoNwi,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,"{'asset_type': 'ERC20', 'contract_address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'price': 68.69, 'price_usd': 86903.31813508696}",1.0017862517021954,4451,,Aquamarine,Cream,Bone Tee,Grin,Blindfold,Army Hat
1972,ipfs://QmS9pETffHqQKhjWkf5TbRke4gY1oBRYYf4NT3B3MKefDE,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,"{'asset_type': 'ETH', 'contract_address': None, 'price': 4.0, 'price_usd': 8442.955278092384}",0.9528955672674072,6153,,Purple,Dark Brown,Sailor Shirt,Grin,Wide Eyed,Faux Hawk
1973,ipfs://QmS7ww8iuSVWTJKSNmCcCmohkKrgkT1QDXnzegR6ozYVPU,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.55, 'price_usd': 1416.4452850944626}",0.9177898773700488,7354,Gold Stud,Purple,White,,Bored Unshaven,Bored,Halo
1974,ipfs://QmSYWpYjGmyU14DSovJnnLCNKmGjaL7dkN8WgNKDT8erk2,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.35, 'price_usd': 1189.7837985868853}",1.1522781961607973,1177,,,,,,,
1975,ipfs://QmZccRozr4TfC39SJYfJ6KBnnwVTdqdDfHDQc9NmrYYn6T,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.4, 'price_usd': 977.7762256802501}",0.8648748595621756,8834,,Purple,Red,Black T,Bored,Bored,Safari
1976,ipfs://QmVJybFSqDuQMLyw7wQRByuSe4iG9jwv6mt1LgYsRf71K6,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,"{'asset_type': 'ETH', 'contract_address': None, 'price': 4.0, 'price_usd': 7935.153328803288}",0.7796423771662782,9883,,Purple,Dark Brown,Tuxedo Tee,Bored,Sleepy,
1977,ipfs://QmdY2XU3KUZiC6MQSTeFiuDGqNBxZ6xSd7ZpzGUzfUrqBb,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,"{'asset_type': 'ERC20', 'contract_address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'price': 86.88, 'price_usd': 113737.54900015125}",0.9523919759637344,6168,,Orange,Pink,Bayc T Red,Grin,Closed,Beanie
1978,ipfs://QmaxSRPf9yXbtbAxRFQma7ijY7R9SWgTPoGGSMD1HK2inz,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,"{'asset_type': 'ETH', 'contract_address': None, 'price': 2.75, 'price_usd': 6668.902881760259}",0.8937058679914232,8108,Silver Stud,Aquamarine,Dmt,,Bored,Bored,Cowboy Hat
1979,ipfs://Qmc32RhvBU6oqarEno9v4qwnDHdfR6dd6n1fBuwFc6xzED,0xdc0b3127a71367227311f02fe4dda2a6ccdbae78,"{'asset_type': 'ETH', 'contract_address': None, 'price': 1.24, 'price_usd': 3266.5410577416105}",0.8907419552209334,8204,,Army Green,Black,Puffy Vest,Bored,Closed,Stuntman Helmet
198,ipfs://QmZTRowcbAprCDtysrUghTeSdM36XY3LKYgzzz4G3Tfkax,0xa6c88571d0028f47adba983a7240bf12af94633e,"{'asset_type': 'ETH', 'contract_address': None, 'price': 113.0, 'price_usd': 328981.0052208881}",1.1355051438280035,1413,,,,,,,
1980,ipfs://QmX53fDXRPU7ZWupVKs75J2gR5ThrXvMDAFrcqDxBktQX7,0x6ed75e90dc27a1241335bbcac03f052a4bf590c0,"{'asset_type': 'ETH', 'contract_address': None, 'price': 69.6969, 'price_usd': 82761.65910690575}",1.0532098393167575,2993,,,,,,,
1981,ipfs://QmSKb2216SLDfiSxUPTbCrHACt3Y9ZoDcw3Zhra1pFFwtx,0x6ed75e90dc27a1241335bbcac03f052a4bf590c0,"{'asset_type': 'ETH', 'contract_address': None, 'price': 6.5, 'price_usd': 12987.50810180358}",0.993688634765148,4726,Silver Stud,Purple,Tan,Striped Tee,Bored,Bored,Vietnam Era Helmet
1982,ipfs://QmUfKzGcmkB6Hgz43fRgDfNeqcGew7QYDuMqiiHBc5bkKH,0x6ed75e90dc27a1241335bbcac03f052a4bf590c0,,1.065953183279581,2713,,,,,,,
1983,ipfs://QmYzjoSa2CjgDhvVooGaGLF5gvMqgPoWJStrYdtWzYJ4PQ,0x6ed75e90dc27a1241335bbcac03f052a4bf590c0,"{'asset_type': 'ETH', 'contract_address': None, 'price': 8.0, 'price_usd': 15151.002129507568}",1.217857246523186,530,Silver Stud,Blue,Black,Leather Jacket,Bored Party Horn,Sleepy,Safari
1984,ipfs://QmTtBkAR4JjjRkejFuxMR3vyLFJguvJ469w48yCHFS7tHG,0x3d6a89c8751a45dd577a4c1f3b34e71c58236193,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.333, 'price_usd': 951.065339776754}",1.134128091435319,1440,Gold Stud,New Punk Blue,Pink,,Bored Pipe,Robot,Bayc Flipped Brim
1985,ipfs://QmQpuZQQVowZFr7ToiBgEKmZbq2EDGa9Tii3Sjz9PvJsje,0x3d6a89c8751a45dd577a4c1f3b34e71c58236193,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.4, 'price_usd': 1393.8587158900018}",0.9240891656746604,7146,,,,,,,
1986,ipfs://QmWSAqNSoeGVZ52qL8287fa9Dsh5tVbgdzPrxZJKCdQWNv,0x3d6a89c8751a45dd577a4c1f3b34e71c58236193,"{'asset_type': 'ETH', 'contract_address': None, 'price': 36.69, 'price_usd': 144864.84241092444}",0.987060593802006,4942,,,,,,,
1987,ipfs://QmbvAd5zghX2ENPvH8p95gfjRTAsxzivswWcV8cMEfjerx,0xee402489d83e2b22d496910f8c810d35a3ad7b25,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.40197526966166075, 'price_usd': 1220.1890190957072}",1.0232962610941132,3791,,,,,,,
1988,ipfs://QmPtqxbvEEb2Z4VBKPLTFpp9yC6r1VYVYuQ9ghBsy7XWyP,0x3e64014d2d3f0c3a3b0404110cea9060b4565e61,"{'asset_type': 'ETH', 'contract_address': None, 'price': 16.75, 'price_usd': 53487.621159042086}",0.8554144227401856,9007,,Purple,Tan,Work Vest,Bored,Bored,Army Hat
1989,ipfs://QmTXVuhTfgvF1gH7xPtx8JPpbzVVeyNsbkD8QVwzZrvmcE,0x3e64014d2d3f0c3a3b0404110cea9060b4565e61,"{'asset_type': 'ETH', 'contract_address': None, 'price': 14.0, 'price_usd': 27442.257794864352}",1.1462034762113733,1264,Cross,Orange,Dark Brown,,Grin Multicolored,Sunglasses,Vietnam Era Helmet
199,ipfs://QmUiCqmHZd5CxeGsamizmS2Y8eSuMkNgVN44RzLcFVctyw,0xa6c88571d0028f47adba983a7240bf12af94633e,"{'asset_type': 'ETH', 'contract_address': None, 'price': 92.69, 'price_usd': 100455.75719792806}",0.9597515553477785,5906,,,,,,,
1990,ipfs://QmdvEtxgVD5S9iUCzoZi52q3v3JftJEvrV7h6ucnScnDqv,0x720a4fab08cb746fc90e88d1924a98104c0822cf,"{'asset_type': 'ETH', 'contract_address': None, 'price': 6.85, 'price_usd': 12870.71590289561}",1.0062245425187957,4302,Gold Hoop,Blue,Tan,Striped Tee,Bored,Bored,Halo
1991,ipfs://QmWvWi82HpEnmyvd16GfmXMTcygyPLg5XhffykjjFZ16im,0x720a4fab08cb746fc90e88d1924a98104c0822cf,,1.1593151585782735,1097,,,,,,,
1992,ipfs://QmTarxxhuxfxB8uVerzFuAbTFgWUnkYXoy4H3GxkqwN21u,0x720a4fab08cb746fc90e88d1924a98104c0822cf,,0.9909286772616844,4818,,,,,,,
1993,ipfs://QmRaFM71watokRUyJSrFmh3dooGMjbwYECTV6SVDrfKLUs,0x720a4fab08cb746fc90e88d1924a98104c0822cf,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.899, 'price_usd': 2086.9240278633492}",0.8377907582105687,9329,,New Punk Blue,Brown,Lumberjack Shirt,Bored,Bloodshot,Cowboy Hat
1994,ipfs://QmWPPr7boHtdVeaQ3k5M2jiJbFoWr6VmEzsAb6wUnCWJwF,0x720a4fab08cb746fc90e88d1924a98104c0822cf,"{'asset_type': 'ETH', 'contract_address': None, 'price': 85.0, 'price_usd': 144512.96820175246}",0.8955566599503052,8063,,Yellow,Gray,Cowboy Shirt,Bored,Angry,
1995,ipfs://QmXkbEF4UQvkZZ1aLu3Z3Eh8Vm8vJXH351u6uPscLcjJro,0x442dccee68425828c106a3662014b4f131e3bd9b,,0.9964802457449844,4630,,Aquamarine,Black,Leather Jacket,Phoneme Vuh,Robot,Commie Hat
1996,ipfs://QmPjGJv7KYbJVyaWXTwRGMpZhVPeQukCobYFsTzWTdyYnv,0x442dccee68425828c106a3662014b4f131e3bd9b,"{'asset_type': 'ETH', 'contract_address': None, 'price': 98.0, 'price_usd': 130398.84326296923}",0.9591390906353066,5933,,Yellow,Cream,Leather Jacket,Bored,X Eyes,Horns
1997,ipfs://QmRsJUDCq6FAERvgiNYVfteWxTDsBjomDkKYdtZCATDPbQ,0x442dccee68425828c106a3662014b4f131e3bd9b,"{'asset_type': 'ETH', 'contract_address': None, 'price': 1.18, 'price_usd': 3122.0583446831115}",0.9810043649060018,5173,,,,,,,
1998,ipfs://QmV62uQPS3hnCcUhRifKeyddpZfBBEhuBTuEp6tghZXdtE,0x442dccee68425828c106a3662014b4f131e3bd9b,"{'asset_type': 'ETH', 'contract_address': None, 'price': 5.0, 'price_usd': 11778.505146758416}",0.9824743933262462,5117,Silver Hoop,Army Green,Robot,Black T,Bored Unshaven,Zombie,
1999,ipfs://QmcmPaqEmwuJfn83dF6emRGGup25841FtNLoT92BPNMLB5,0x442dccee68425828c106a3662014b4f131e3bd9b,"{'asset_type': 'ETH', 'contract_address': None, 'price': 1.99, 'price_usd': 5878.0171233898955}",1.0503870237439532,3046,,,,,,,
2,ipfs://QmcJYkCKK7QPmYWjp4FD2e3Lv5WCGFuHNUByvGKBaytif4,0xaba7161a7fb69c88e16ed9f455ce62b791ee4d03,,0.9433572839873244,6497,,,,,,,
20,ipfs://QmXkLGoGKXswr4YwkgPVfL7wmbvkRKabmh7WXmkACrgi68,0xaba7161a7fb69c88e16ed9f455ce62b791ee4d03,"{'asset_type': 'ETH', 'contract_address': None, 'price': 200.0, 'price_usd': 548753.4631096869}",1.006186282317009,4305,,Blue,Gray,Bandolier,Phoneme Vuh,3d,Beanie
200,ipfs://QmPyjKqRHP1wXLkJLH4ffiQcDw1HsNh5RwdZdiSAypxuxR,0xddb92a96054132801cae3943b2f966fc2c308ac8,"{'asset_type': 'ETH', 'contract_address': None, 'price': 200.0, 'price_usd': 555262.7327078707}",1.0430959869711285,3249,,Purple,Death Bot,Leather Jacket,Bored Cigarette,Heart,Cowboy Hat
2000,ipfs://QmQgASSBedBVmoyitu1oDLM1KvPZAKSvBFRB9Y8F6sQFAW,0x442dccee68425828c106a3662014b4f131e3bd9b,"{'asset_type': 'ETH', 'contract_address': None, 'price': 1.9, 'price_usd': 4826.10846577406}",0.9648984754447902,5732,,,,,,,
2001,ipfs://QmXpUjfbakwLa8voT6DwYaVSkmo7is42WwtKxRzq1k4nxa,0x442dccee68425828c106a3662014b4f131e3bd9b,"{'asset_type': 'ETH', 'contract_address': None, 'price': 1.44, 'price_usd': 4478.986358683457}",1.240944863467034,355,Silver Stud,Aquamarine,Dark Brown,Hip Hop,Tongue Out,X Eyes,Irish Boho
2002,ipfs://QmeP6wTsZT2kcFNHSDGYVX34Pk1yt4ctSw12zjpzFghspf,0x442dccee68425828c106a3662014b4f131e3bd9b,,1.0880261025483915,2231,,Yellow,Robot,Lab Coat,Bored Unshaven Pipe,Bored,Bayc Hat Black
2003,ipfs://QmPQRqjEsv6B1YUYkC25x1cn5Jfi99pnd6LJkKET8WLyT4,0x442dccee68425828c106a3662014b4f131e3bd9b,"{'asset_type': 'ERC20', 'contract_address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'price': 72.9, 'price_usd': 118662.4474180295}",1.0559875570359545,2932,,Aquamarine,Tan,Sailor Shirt,Bored Unshaven Kazoo,X Eyes,
2004,ipfs://QmW6jNCm4aeB37nW7LQxxqrKsrsAGirsNAY7hCabKwbLwK,0x442dccee68425828c106a3662014b4f131e3bd9b,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.95, 'price_usd': 3421.904652083407}",1.2871611468612665,160,Diamond Stud,Army Green,Dark Brown,Space Suit,Grin,X Eyes,Party Hat 1
2005,ipfs://QmQbUc4KC1rfgLHUX9obDx4FXkeE23C9XMKBdRougVvoD8,0x137d9174d3bd00f2153dcc0fe7af712d3876a71e,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.55, 'price_usd': 1825.0999687798696}",0.907033495630321,7708,,Orange,Brown,,Dumbfounded,Robot,Bayc Flipped Brim
2006,ipfs://QmSm41qPZfTiu4e3rjPJzAqYLasJLZSS2ZHghSZT1jQBdF,0x137d9174d3bd00f2153dcc0fe7af712d3876a71e,"{'asset_type': 'ETH', 'contract_address': None, 'price': 2.0, 'price_usd': 6108.986336107183}",1.2531033484911598,302,Gold Hoop,Yellow,Brown,Leather Punk Jacket,Grin Multicolored,Coins,Bayc Hat Black
2007,ipfs://QmdWoh6Dcxd3jigcQnq1XzKbnfqtS4ehvPkyzniRbupjaU,0x137d9174d3bd00f2153dcc0fe7af712d3876a71e,"{'asset_type': 'ETH', 'contract_address': None, 'price': 57.25, 'price_usd': 249078.01933256365}",1.013520737557292,4067,,Aquamarine,Blue,Sleeveless T,Phoneme Wah,Bored,Sushi Chef Headband
2008,ipfs://Qme6TzK8vHkjLTsEH4HpeK68PgTqPyBMfr9GXpLQNuWvcP,0xddb92a96054132801cae3943b2f966fc2c308ac8,"{'asset_type': 'ERC20', 'contract_address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'price': 136.5, 'price_usd': 439380.7720050567}",0.8542773859386203,9032,,Yellow,Blue,Bayc T Black,Grin,Bored,
2009,ipfs://QmUcy7DhKZjSh63wVakv4eChxyHuHbrqPs3srcYs5hMisA,0xddb92a96054132801cae3943b2f966fc2c308ac8,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.33, 'price_usd': 963.4579822895488}",0.8936294273729425,8111,,Aquamarine,Tan,,Bored Cigarette,Closed,Bayc Flipped Brim
201,ipfs://QmbGF41mJwdATHrztV9nK9BdZvUDEd9LxxcDLf7xoWngJ9,0xddb92a96054132801cae3943b2f966fc2c308ac8,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.35, 'price_usd': 1030.9494619414386}",0.7862532687323088,9856,,New Punk Blue,Black,Leather Punk Jacket,Bored Unshaven,Bored,
2010,ipfs://QmaNi8mpGnYf1LVjweoYS85faSMYXyjuGX2BYiekbTXYut,0xddb92a96054132801cae3943b2f966fc2c308ac8,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.185, 'price_usd': 528.8190554599574}",0.940428043152282,6599,,Blue,Brown,Wool Turtleneck,Dumbfounded,Angry,Fez
2011,ipfs://QmNe7uDYvKNwRKVvm3MdikJpFXM3mx4iKtzLDEknBPvSLD,0xddb92a96054132801cae3943b2f966fc2c308ac8,"{'asset_type': 'ETH', 'contract_address': None, 'price': 5.0, 'price_usd': 11005.34111090837}",0.865801379905534,8805,,New Punk Blue,White,Guayabera,Bored Unshaven,Sleepy,
2012,ipfs://QmTU9ZjMCoaGGmpatntmSWQWexeGn6KMw5A6YtT6Kzfeio,0xddb92a96054132801cae3943b2f966fc2c308ac8,"{'asset_type': 'ETH', 'contract_address': None, 'price': 88.0, 'price_usd': 276334.1710376423}",0.902349784762856,7868,,Yellow,Dark Brown,Bayc T Red,Bored,Hypnotized,Beanie
2013,ipfs://QmV9gWjymScocmM26ix4Xfnf4vJxr9GrKeWtKUE8Ru3YN5,0xddb92a96054132801cae3943b2f966fc2c308ac8,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.235, 'price_usd': 692.5203126178117}",0.918919779193768,7316,,Orange,Dark Brown,Caveman Pelt,Phoneme Vuh,Bored,Short Mohawk
2014,ipfs://QmUMxA6X1jdxmmUhfTyQ4c6RPMQQFNQCfNtRBpxvX3W3mz,0xddb92a96054132801cae3943b2f966fc2c308ac8,"{'asset_type': 'ETH', 'contract_address': None, 'price': 125.0, 'price_usd': 250484.09134950783}",0.9892858001617404,4866,Silver Stud,Blue,Brown,,Phoneme Oh,Sleepy,Bunny Ears
2015,ipfs://QmXifZcbw4qNpuZUHE1MdyU51qR3NhjL4Q9WYqzn5J1meN,0xddb92a96054132801cae3943b2f966fc2c308ac8,"{'asset_type': 'ETH', 'contract_address': None, 'price': 3.99, 'price_usd': 8583.699367090387}",0.9873508998568522,4928,,Yellow,Brown,Bone Tee,Bored Unshaven Bubblegum,Coins,
2016,ipfs://QmNLtxEYGBw9EqECCbMSXPf8Nofswt3ZxcCJwZRk5NB2Y1,0xddb92a96054132801cae3943b2f966fc2c308ac8,"{'asset_type': 'ETH', 'contract_address': None, 'price': 46.69, 'price_usd': 160997.43448423702}",1.2294711250981931,435,Diamond Stud,Army Green,Dark Brown,Prison Jumpsuit,Phoneme Oh,Crazy,Army Hat
2017,ipfs://QmWwAg2WiKE9wF9eQmdhr52P75B8U1BUMCPQu5dgyTZVLH,0xddb92a96054132801cae3943b2f966fc2c308ac8,"{'asset_type': 'ERC20', 'contract_address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'price': 127.95, 'price_usd': 384928.29129671364}",1.0293204427474616,3607,,Blue,Dark Brown,Caveman Pelt,Jovial,Eyepatch,Vietnam Era Helmet
2018,ipfs://QmY9C2JmAuvmBFUJ4Gmv4pwufXreM4KPBcjGhAmB15VD5s,0x9440505f4d2a69f3b4d2e90c9bcc51e526bd7574,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.19, 'price_usd': 544.3297521459384}",0.9192335765244968,7305,,Blue,Red,Vietnam Jacket,Discomfort,Bored,
2019,ipfs://QmYb9cXwZVxdbPS3nwxhSu3L9SsKPreipeRN4vewe1qVdV,0x15f7320adb990020956d29edb6ba17f3d468001e,"{'asset_type': 'ETH', 'contract_address': None, 'price': 1.59, 'price_usd': 4343.13895292253}",1.2705298043288782,224,Diamond Stud,New Punk Blue,Dark Brown,Leather Punk Jacket,Phoneme  ooo,Hypnotized,Cowboy Hat
202,ipfs://QmT5GzNPwBX7hjJs2bsm7mMdYBaf13aeNtqqGp33EAgyFF,0xddb92a96054132801cae3943b2f966fc2c308ac8,"{'asset_type': 'ERC20', 'contract_address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'price': 202.0, 'price_usd': 560578.9225003588}",0.986002090110629,4985,,Gray,Noise,Caveman Pelt,Phoneme  ooo,Bored,
2020,ipfs://Qme6KwngeqaAeYKVq5DbGqdsBXksAHtooxFRyXA9RsEe1t,0x15f7320adb990020956d29edb6ba17f3d468001e,"{'asset_type': 'ETH', 'contract_address': None, 'price': 130.0, 'price_usd': 370610.69219544425}",1.2232052583099655,482,Gold Stud,Gray,Tan,Bayc T Black,Bored Unshaven Cigar,Bored,Horns
2021,ipfs://QmUUnTTWCrnfkVCv2gU8Mpdzeu2PR867kdjWeZBCoKCUVZ,0x082c99d47e020a00c95460d50a83338d509a0e3a,"{'asset_type': 'ETH', 'contract_address': None, 'price': 139.0, 'price_usd': 335262.86078528024}",0.8806791245202378,8453,,New Punk Blue,Black,Sailor Shirt,Bored,Coins,Bayc Hat Black
2022,ipfs://QmYXrinozo5DjjBrivsDoj7uXuFPKQxitrPkh5uhF7sZTX,0x3df03ae2b4e5a2b82192031e13bca98a7e3fcc18,"{'asset_type': 'ETH', 'contract_address': None, 'price': 5.0, 'price_usd': 10478.13101778909}",1.1016253486754712,1950,,,,,,,
2023,ipfs://QmbFqDWMpy5dBetoj2RWeBEUmTxYCyDMb3TVBA6VX4ZRmx,0x42129d1462b1e2875f634f9e70cefe5887f2b894,"{'asset_type': 'ETH', 'contract_address': None, 'price': 222.0, 'price_usd': 844751.7152256569}",0.941878189371098,6548,,,,,,,
2024,ipfs://QmZqtXqEoXDeZCiqKPuSKPEcnXZhCTfxfAc4ykHgQagacL,0x42129d1462b1e2875f634f9e70cefe5887f2b894,"{'asset_type': 'ETH', 'contract_address': None, 'price': 144.0, 'price_usd': 188396.78154362243}",1.079474504043895,2417,,Yellow,Pink,Bayc T Red,Grin Diamond Grill,Sad,Beanie
2025,ipfs://QmVGxmgUSuPRbVw24XBvhS4dWkfyt4XwsnAEyLsicGPngA,0x42129d1462b1e2875f634f9e70cefe5887f2b894,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.89, 'price_usd': 2580.833219633483}",1.0476679527967645,3126,,,,,,,
2026,ipfs://QmNYfSgAiRyGiRkFmz8LwiUcbmLj7ZWTYeMe7E2ioSeYDH,0x723a1cf167a4ff0a797201a6443c9100e4b19507,"{'asset_type': 'ETH', 'contract_address': None, 'price': 92.89, 'price_usd': 227355.19873342622}",0.9304095476057636,6952,,Yellow,Gray,Navy Striped Tee,Grin,Bloodshot,Short Mohawk
2027,ipfs://QmUDdCXGkSgRiVJKyHobtTZ9noPYCyMf3McQi4CJvyKSy2,0x723a1cf167a4ff0a797201a6443c9100e4b19507,"{'asset_type': 'ETH', 'contract_address': None, 'price': 0.95, 'price_usd': 3351.4840615541934}",1.0624789500542378,2792,,Army Green,Black,Admirals Coat,Grin,X Eyes,Sushi Chef Headband
2028,ipfs://QmeA5HKEvdru9PPhGL9eBf2zbTf5a3cJ2M6WzC8ny2gwDR,0x37d3c912a851bdc7fdc31f4a63970716b7b079b6,,0.8873000446397944,8297,,Yellow,Dark Brown,Black T,Bored,Heart,Spinner Hat
2029,ipfs://QmVdwbid6taFaBH9h46T3GTxAjms9HjQA2KetXpoWoSPno,0x090c847ae5623cb7c538be34fe470b0c824b181f,"{'asset_type': 'ETH', 'contract_address': None, 'price': 11.98, 'price_usd': 29433.142048613747}",1.2521251114981142,306,,,,,,,
203,ipfs://QmRacdYWKHhK4ELvnBN79gPpAsCGTQpjktcvD7eidus817,0xddb92a96054132801cae3943b2f966fc2c308ac8,"{'asset_type': 'ERC20', 'contract_address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'price': 111.0, 'price_usd': 290515.11061853665}",0.9596163967819163,5912,,New Punk Blue,Tan,Tuxedo Tee,Jovial,Bored,Horns
2030,ipfs://QmVDcyQEqkBEpdSY83jzqt2VWbHPgWPmuT6Zz5dZqhDHNq,0x090c847ae5623cb7c538be34fe470b0c824b181f,"{'asset_type': 'ETH', 'contract_address': None, 'price': 105.0, 'price_usd': 349365.60660561355}",0.8505079293087175,9108,,Orange,Zombie,,Bored,Sleepy,Halo
2031,ipfs://QmTnir6vz3xuSX27E12EfbemuGSdW3acmb6BMmxntCYLM9,0x720a4fab08cb746fc90e88d1924a98104c0822cf,"{'asset_type': 'ETH', 'contract_address': None, 'price': 70.0, 'price_usd': 242719.63239426818}",1.2404634226002538,361,Silver Hoop,Army Green,Pink,Wool Turtleneck,Bored Bubblegum,Sad,Bayc Hat Black
2032,ipfs://QmR7sfr89k6PyYBVFbcCqkjYxwKGd55ffKJR6SfB21gtiA,0x720a4fab08cb746fc90e88d1924a98104c0822cf,"{'asset_type': 'ETH', 'contract_address': None, 'price': 76.69, 'price_usd': 263310.5582518023}",0.7875956881518006,9846,,Blue,Black,,Bored,Wide Eyed,Fez
2033,ipfs://QmPGSRjeXv7QaG3iffc5gBKC4jGqwrTiZy21aEkwH2fHLg,0x720a4fab08cb746fc90e88d1924a98104c0822cf,"{'asset_type': 'ETH', 'contract_address': None, 'price': 97.0, 'price_usd': 187890.72608412974}",0.9425943560696608,6524,,,,,,,
2034,ipfs://QmSSCKTc2cAhU5s6WDp7xCfukZPvfqpnfv7XoGyttXwESF,0x720a4fab08cb746fc90e88d1924a98104c0822cf,,1.0023869014791005,4429,,Yellow,Red,,Dumbfounded,Zombie,Bayc Hat Red
2035,ipfs://QmcZjSBvEcv26ZCiHSQw5oqhpzFsQPpd87kQeWYMahnoJR,0x720a4fab08cb746fc90e88d1924a98104c0822cf,,1.19216022420975,750,,,,,,,
2036,ipfs://QmPxQutaWd3A3o6oLGwfs6uC1fMAD4n4Cxi8pyRNh1VFzZ,0x8e6df33545b05e1e79dc159c1c2133a3b7cea769,"{'asset_type': 'ETH', 'contract_address': None, 'price': 35.0, 'price_usd': 113654.67530999606}",1.037193938182177,3397,,,,,,,
2037,ipfs://QmS2GzqoHuDMQkt4oe7uWJ2jhaygbGU4ZP3EzDWs3FTtjZ,0x442dccee68425828c106a3662014b4f131e3bd9b,"{'asset_type': 'ETH', 'contract_address': None, 'price': 62.5, 'price_usd': 110352.95744093857}",1.0080928253501444,4234,,,,,,,
2038,ipfs://Qmf8wyzDmRdyPAYQa3UBUNAFEk8JcvRzxnBYfyA2iusdrU,0x442dccee68425828c106a3662014b4f131e3bd9b,,1.04983391708759,3058,Silver Stud,Purple,Tan,Navy Striped Tee,Bored Unshaven,Bored,Faux Hawk
2039,ipfs://QmUKkJTh2CLhjg5xW59e5cUqmfuEtZYNu3xDJGwCejMVrb,0x442dccee68425828c106a3662014b4f131e3bd9b,,1.1012315209277153,1962,,Gray,Pink,Caveman Pelt,Bored Unshaven Cigarette,Heart,Bandana Blue
204,ipfs://QmRKbzPQnX1cSxQUY16n5rJqvzyfigvDsuf4L8SeTFDYM4,0xddb92a96054132801cae3943b2f966fc2c308ac8,"{'asset_type': 'ETH', 'contract_address': None, 'price': 100.0, 'price_usd': 111307.1838766217}",1.0466905692870376,3150,,New Punk Blue,Noise,,Phoneme Vuh,Eyepatch,
2040,ipfs://QmVpdxiPm5rKjkfbGqg2f1GtAtdLC5GU3vQM7dKmbvZHRF,0x442dccee68425828c106a3662014b4f131e3bd9b,"{'asset_type': 'ETH', 'contract_address': None, 'price': 106.9, 'price_usd': 296073.0437113968}",0.9264777456381732,7068,,Army Green,Tan,Biker Vest,Bored Unshaven,Crazy,Cowboy Hat
2041,ipfs://QmbGaYyWcNjXNR9krLy4zX3bDyDvF31zzTFyRE2mX9rhZA,0x442dccee68425828c106a3662014b4f131e3bd9b,"{'asset_type': 'ETH', 'contract_address': None, 'price': 1.48, 'price_usd': 4397.726823946359}",1.052296448319579,3017,,Army Green,Gray,Pimp Coat,Dumbfounded,3d,Short Mohawk
